Created Date,Descriptor,Incident Zip,City,Community Board,Borough
5/17/10,Taste/Odor: Chlorine (QA1),11238,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
7/25/16,Cloudy Or Milky: Other (Use Comments) (QBZ),10027,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
5/21/10,Taste/Odor: Chemical (QA2),11228,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
8/15/16,Cloudy Or Milky Water (QB1),11361,City-Bayside,11 QUEENS,Borough-QUEENS
9/18/12,unknown odor/taste in drinking water (QA6),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
6/1/10,Taste/Odor: Chemical (QA2),11355,City-Flushing,07 QUEENS,Borough-QUEENS
9/24/12,Defective Water Sampling Station (QSS),11220,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
9/24/12,Taste/Odor: Sewer (QA5),11208,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
8/27/16,Taste/Odor: Sewer (QA5),11377,City-Woodside,02 QUEENS,Borough-QUEENS
9/25/12,Clear Water With Other Particles (Use Comments) (QEZ),11367,City-Flushing,08 QUEENS,Borough-QUEENS
9/25/12,Defective Water Sampling Station (QSS),11220,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
6/4/10,Taste/Odor: Chlorine (QA1),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
9/28/12,Taste/Odor: Sewer (QA5),11422,City-Rosedale,13 QUEENS,Borough-QUEENS
6/7/10,Cloudy Or Milky: Other (Use Comments) (QBZ),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
7/5/12,Taste/Odor: Chlorine (QA1),11208,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
7/8/12,Taste/Odor: Sewer (QA5),10304,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
7/12/12,Taste/Odor: Chlorine (QA1),11692,City-Arverne,14 QUEENS,Borough-QUEENS
3/21/10,Taste/Odor: Bitter/Metallic (QA3),11228,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
3/22/10,Other Water Problem (Use Comments) (QZZ),11101,City-Long Island City,01 QUEENS,Borough-QUEENS
3/24/10,Taste/Odor: Chlorine (QA1),11358,City-Flushing,07 QUEENS,Borough-QUEENS
11/19/12,Taste/Odor: Chemical (QA2),11218,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
11/19/12,Taste/Odor: Musty/Stale (QA4),10028,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
11/20/12,Other Water Problem (Use Comments) (QZZ),11106,City-Astoria,01 QUEENS,Borough-QUEENS
12/3/12,Cloudy Or Milky Water (QB1),10038,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
12/13/12,Taste/Odor: Sewer (QA5),11212,City-BROOKLYN,16 BROOKLYN,Borough-BROOKLYN
12/13/12,Taste/Odor: Bitter/Metallic (QA3),10002,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
10/7/16,Taste/Odor: Bitter/Metallic (QA3),11206,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
8/3/10,Oil: Grease In Water (QD1),11411,City-Cambria Heights,13 QUEENS,Borough-QUEENS
12/19/12,No Sampling Required: Requested Information (QG2),10032,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
12/19/12,Other Water Problem (Use Comments) (QZZ),11692,City-Arverne,14 QUEENS,Borough-QUEENS
12/21/12,Cloudy Or Milky: Other (Use Comments) (QBZ),10469,City-BRONX,12 BRONX,Borough-BRONX
11/4/16,Taste/Odor: Musty/Stale (QA4),11236,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
12/27/12,unknown odor/taste in drinking water (QA6),11213,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
1/3/13,Taste/Odor: Chlorine (QA1),10469,City-BRONX,11 BRONX,Borough-BRONX
8/13/10,Taste/Odor: Chemical (QA2),11223,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
1/7/13,Clear Water With Other Particles (Use Comments) (QEZ),10075,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
1/7/13,No Sampling Required: Requested Information (QG2),11694,City-Rockaway Park,14 QUEENS,Borough-QUEENS
1/8/13,No Sampling Required: Requested Information (QG2),11379,City-Middle Village,05 QUEENS,Borough-QUEENS
8/22/10,Cloudy Or Milky Water (QB1),10458,City-BRONX,07 BRONX,Borough-BRONX
1/16/13,Taste/Odor: Chlorine (QA1),11413,City-Springfield Gardens,13 QUEENS,Borough-QUEENS
10/1/12,Taste/Odor: Chlorine (QA1),11201,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
10/2/12,unknown odor/taste in drinking water (QA6),11419,City-South Richmond Hill,10 QUEENS,Borough-QUEENS
10/4/12,Taste/Odor: Musty/Stale (QA4),10011,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
10/4/12,Taste/Odor: Chemical (QA2),11221,City-BROOKLYN,04 BROOKLYN,Borough-BROOKLYN
6/23/10,Other Water Problem (Use Comments) (QZZ),11378,City-Maspeth,05 QUEENS,Borough-QUEENS
6/23/10,Clear Water With Other Particles (Use Comments) (QEZ),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
10/15/12,Other Water Problem (Use Comments) (QZZ),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
10/18/12,Other Water Problem (Use Comments) (QZZ),11230,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
10/29/16,Taste/Odor: Sewer (QA5),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
10/26/12,Taste/Odor: Sewer (QA5),11369,City-East Elmhurst,03 QUEENS,Borough-QUEENS
10/26/12,unknown odor/taste in drinking water (QA6),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
10/30/12,No Sampling Required: Requested Information (QG2),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
10/31/12,No Sampling Required: Requested Information (QG2),10469,City-BRONX,11 BRONX,Borough-BRONX
11/2/12,No Sampling Required: Requested Information (QG2),11377,City-Woodside,02 QUEENS,Borough-QUEENS
11/3/12,No Sampling Required: Requested Information (QG2),11372,City-Jackson Heights,03 QUEENS,Borough-QUEENS
11/3/12,Cloudy Or Milky Water (QB1),11224,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
7/12/10,Cloudy Or Milky Water (QB1),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
7/14/10,Cloudy Or Milky Water (QB1),10467,City-BRONX,11 BRONX,Borough-BRONX
9/14/10,Taste/Odor: Chemical (QA2),10040,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
4/17/13,unknown odor/taste in drinking water (QA6),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
4/27/13,No Sampling Required: Requested Information (QG2),10307,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
4/29/13,No Sampling Required: Requested Information (QG2),10305,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
4/29/13,No Sampling Required: Requested Information (QG2),11210,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
9/28/10,Cloudy Or Milky Water (QB1),10452,City-BRONX,04 BRONX,Borough-BRONX
5/6/13,unknown odor/taste in drinking water (QA6),11694,City-Rockaway Park,14 QUEENS,Borough-QUEENS
10/6/10,Taste/Odor: Chemical (QA2),11385,City-Ridgewood,05 QUEENS,Borough-QUEENS
1/28/13,No Sampling Required: Requested Information (QG2),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
10/8/10,Taste/Odor: Chemical (QA2),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
1/31/13,Cloudy Or Milky: Other (Use Comments) (QBZ),10033,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
2/3/13,unknown odor/taste in drinking water (QA6),10309,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
2/10/13,Taste/Odor: Chlorine (QA1),10460,City-BRONX,06 BRONX,Borough-BRONX
2/11/13,Taste/Odor: Chemical (QA2),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
2/21/13,Taste/Odor: Chlorine (QA1),11379,City-Middle Village,05 QUEENS,Borough-QUEENS
2/23/13,unknown odor/taste in drinking water (QA6),11204,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
11/9/10,Taste/Odor: Musty/Stale (QA4),10467,City-BRONX,12 BRONX,Borough-BRONX
2/27/13,No Sampling Required: Requested Information (QG2),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
3/8/13,No Sampling Required: Requested Information (QG2),10456,City-BRONX,04 BRONX,Borough-BRONX
3/10/13,Taste/Odor: Sewer (QA5),10469,City-BRONX,11 BRONX,Borough-BRONX
3/11/13,Oil: Grease In Water (QD1),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
3/13/13,Cloudy Or Milky Water (QB1),10310,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
11/8/16,Taste/Odor: Chemical (QA2),10454,City-BRONX,01 BRONX,Borough-BRONX
3/19/13,Cloudy Or Milky: Other (Use Comments) (QBZ),10309,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
3/25/13,Clear Water With Organisms (Insects: Worms) (QE2),10303,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
9/1/10,Taste/Odor: Sewer (QA5),11102,City-Astoria,01 QUEENS,Borough-QUEENS
12/13/11,Oil: Grease In Water (QD1),10011,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
6/5/13,Taste/Odor: Musty/Stale (QA4),11420,City-South Ozone Park,10 QUEENS,Borough-QUEENS
12/27/11,Taste/Odor: Chemical (QA2),11423,City-Hollis,08 QUEENS,Borough-QUEENS
6/6/13,No Sampling Required: Requested Information (QG2),11362,City-Little Neck,11 QUEENS,Borough-QUEENS
1/4/12,Cloudy Or Milky Water (QB1),11207,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
6/12/13,Other Water Problem (Use Comments) (QZZ),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
1/12/12,Clear Water With Other Particles (Use Comments) (QEZ),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
6/14/13,unknown odor/taste in drinking water (QA6),10021,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
6/18/13,Cloudy Or Milky Water (QB1),11362,City-Little Neck,11 QUEENS,Borough-QUEENS
6/18/13,Cloudy Or Milky Water (QB1),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
1/28/12,Cloudy Or Milky Water (QB1),10468,City-BRONX,07 BRONX,Borough-BRONX
1/31/12,Taste/Odor: Chlorine (QA1),11204,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
1/31/12,Cloudy Or Milky Water (QB1),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
2/2/12,Cloudy Or Milky Water (QB1),10030,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
6/27/13,Taste/Odor: Sewer (QA5),10031,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
6/27/13,Clear Water With Other Particles (Use Comments) (QEZ),10472,City-BRONX,09 BRONX,Borough-BRONX
6/29/13,Taste/Odor: Chemical (QA2),11105,City-Astoria,01 QUEENS,Borough-QUEENS
2/20/12,Cloudy Or Milky Water (QB1),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
7/8/13,Taste/Odor: Chemical (QA2),10012,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
2/25/12,Cloudy Or Milky Water (QB1),10452,City-BRONX,04 BRONX,Borough-BRONX
7/9/13,Clear Water With Other Particles (Use Comments) (QEZ),11418,City-Richmond Hill,09 QUEENS,Borough-QUEENS
7/9/13,Taste/Odor: Musty/Stale (QA4),10026,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
7/9/13,Taste/Odor: Chemical (QA2),10467,City-BRONX,12 BRONX,Borough-BRONX
7/16/13,Taste/Odor: Bitter/Metallic (QA3),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
12/6/10,Taste/Odor: Chemical (QA2),11432,City-Jamaica,08 QUEENS,Borough-QUEENS
7/23/13,Taste/Odor: Chemical (QA2),11415,City-Kew Gardens,09 QUEENS,Borough-QUEENS
8/2/13,Taste/Odor: Chlorine (QA1),11377,City-Woodside,02 QUEENS,Borough-QUEENS
5/8/13,No Sampling Required: Requested Information (QG2),11004,City-Glen Oaks,13 QUEENS,Borough-QUEENS
5/9/13,Clear Water With Other Particles (Use Comments) (QEZ),10452,City-BRONX,04 BRONX,Borough-BRONX
5/13/13,Taste/Odor: Chlorine (QA1),10306,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
4/25/11,Cloudy Or Milky Water (QB1),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
5/22/13,Oil: Grease In Water (QD1),11220,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
9/12/16,Taste/Odor: Musty/Stale (QA4),11357,City-Whitestone,07 QUEENS,Borough-QUEENS
9/23/16,Taste/Odor: Chlorine (QA1),11230,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
9/24/16,Cloudy Or Milky: Other (Use Comments) (QBZ),11372,City-Jackson Heights,03 QUEENS,Borough-QUEENS
9/24/16,Taste/Odor: Chemical (QA2),10036,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
9/25/16,Taste/Odor: Chemical (QA2),10462,City-BRONX,09 BRONX,Borough-BRONX
6/3/13,unknown odor/taste in drinking water (QA6),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
6/3/13,Cloudy Or Milky Water (QB1),11379,City-Middle Village,05 QUEENS,Borough-QUEENS
9/19/13,Taste/Odor: Chemical (QA2),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
9/28/13,Taste/Odor: Chemical (QA2),11377,City-Woodside,02 QUEENS,Borough-QUEENS
9/29/13,Taste/Odor: Sewer (QA5),10452,City-BRONX,04 BRONX,Borough-BRONX
7/11/16,Taste/Odor: Sewer (QA5),10026,City-NEW YORK,Unspecified MANHATTAN,Borough-MANHATTAN
7/12/16,Taste/Odor: Chlorine (QA1),11231,City-BROOKLYN,Unspecified BROOKLYN,Borough-BROOKLYN
7/26/16,Clear Water With Organisms (Insects: Worms) (QE2),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
10/5/13,unknown odor/taste in drinking water (QA6),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
5/29/12,Cloudy Or Milky Water (QB1),11367,City-Flushing,08 QUEENS,Borough-QUEENS
10/7/13,Cloudy Or Milky: Other (Use Comments) (QBZ),10075,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
10/8/13,Taste/Odor: Chemical (QA2),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
5/31/12,Cloudy Or Milky Water (QB1),11218,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
10/10/13,Taste/Odor: Bitter/Metallic (QA3),11216,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
6/1/12,Cloudy Or Milky Water (QB1),11385,City-Ridgewood,05 QUEENS,Borough-QUEENS
10/15/13,Taste/Odor: Chemical (QA2),10452,City-BRONX,04 BRONX,Borough-BRONX
6/4/12,Cloudy Or Milky Water (QB1),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
6/4/12,Cloudy Or Milky Water (QB1),10467,City-BRONX,11 BRONX,Borough-BRONX
8/24/16,Taste/Odor: Sewer (QA5),11203,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
6/5/12,Taste/Odor: Chemical (QA2),11218,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
10/19/13,Cloudy Or Milky: Other (Use Comments) (QBZ),10461,City-BRONX,10 BRONX,Borough-BRONX
10/19/13,Taste/Odor: Sewer (QA5),10038,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
10/23/13,unknown odor/taste in drinking water (QA6),11235,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
10/25/13,Clear Water With Other Particles (Use Comments) (QEZ),11207,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
9/1/16,unknown odor/taste in drinking water (QA6),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
6/13/12,unknown odor/taste in drinking water (QA6),10003,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
6/14/12,Taste/Odor: Chemical (QA2),10307,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
10/29/13,Taste/Odor: Sewer (QA5),10458,City-BRONX,07 BRONX,Borough-BRONX
6/14/12,Cloudy Or Milky Water (QB1),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
10/30/13,Cloudy Or Milky Water (QB1),11224,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
6/18/12,Taste/Odor: Musty/Stale (QA4),10026,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
6/19/12,Cloudy Or Milky Water (QB1),10463,City-BRONX,08 BRONX,Borough-BRONX
11/4/13,Taste/Odor: Chemical (QA2),10019,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
9/9/16,Clear Water With Other Particles (Use Comments) (QEZ),10304,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
11/7/13,Clear Water With Other Particles (Use Comments) (QEZ),11434,City-Jamaica,12 QUEENS,Borough-QUEENS
3/16/12,Cloudy Or Milky Water (QB1),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
3/26/12,Cloudy Or Milky: Other (Use Comments) (QBZ),11214,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
8/7/13,unknown odor/taste in drinking water (QA6),10472,City-BRONX,09 BRONX,Borough-BRONX
8/9/13,Taste/Odor: Sewer (QA5),11233,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
8/9/13,No Sampling Required: Requested Information (QG2),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
4/4/12,Taste/Odor: Sewer (QA5),11233,City-BROOKLYN,16 BROOKLYN,Borough-BROOKLYN
4/5/12,Taste/Odor: Sewer (QA5),10453,City-BRONX,05 BRONX,Borough-BRONX
8/21/13,Taste/Odor: Sewer (QA5),10038,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
8/23/13,Taste/Odor: Sewer (QA5),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
4/19/12,Taste/Odor: Chemical (QA2),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
4/20/12,Cloudy Or Milky Water (QB1),10466,City-BRONX,12 BRONX,Borough-BRONX
4/23/12,Taste/Odor: Chlorine (QA1),11374,City-Rego Park,06 QUEENS,Borough-QUEENS
9/9/13,unknown odor/taste in drinking water (QA6),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
5/8/12,unknown odor/taste in drinking water (QA6),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
11/4/16,Cloudy Or Milky Water (QB1),10463,City-BRONX,08 BRONX,Borough-BRONX
12/31/13,Cloudy Or Milky Water (QB1),11217,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
1/10/14,Clear Water With Other Particles (Use Comments) (QEZ),10452,City-BRONX,04 BRONX,Borough-BRONX
8/2/12,Taste/Odor: Chlorine (QA1),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
1/20/14,Cloudy Or Milky: Other (Use Comments) (QBZ),10025,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
1/24/14,Taste/Odor: Musty/Stale (QA4),11103,City-Astoria,01 QUEENS,Borough-QUEENS
1/27/14,Cloudy Or Milky Water (QB1),10027,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
8/16/12,unknown odor/taste in drinking water (QA6),10019,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
2/3/14,Taste/Odor: Sewer (QA5),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
8/21/12,Taste/Odor: Sewer (QA5),11219,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
2/8/14,Taste/Odor: Chemical (QA2),11233,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
2/8/14,Cloudy Or Milky Water (QB1),10065,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
2/11/14,Clear Water With Other Particles (Use Comments) (QEZ),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
2/13/14,Taste/Odor: Chlorine (QA1),10460,City-BRONX,06 BRONX,Borough-BRONX
2/24/14,Cloudy Or Milky Water (QB1),11230,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
2/28/14,Taste/Odor: Chlorine (QA1),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
11/20/13,Clear Water With Other Particles (Use Comments) (QEZ),10018,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
11/22/13,Clear Water With Other Particles (Use Comments) (QEZ),10003,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
12/9/13,unknown odor/taste in drinking water (QA6),11102,City-Astoria,01 QUEENS,Borough-QUEENS
12/12/13,Clear Water With Other Particles (Use Comments) (QEZ),11354,City-Flushing,07 QUEENS,Borough-QUEENS
12/17/13,Taste/Odor: Chlorine (QA1),11432,City-Jamaica,08 QUEENS,Borough-QUEENS
12/18/13,Taste/Odor: Bitter/Metallic (QA3),10304,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
10/15/12,Taste/Odor: Bitter/Metallic (QA3),11219,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
3/4/14,Cloudy Or Milky Water (QB1),11423,City-Hollis,12 QUEENS,Borough-QUEENS
10/16/12,Taste/Odor: Bitter/Metallic (QA3),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
3/6/14,Cloudy Or Milky: Other (Use Comments) (QBZ),10007,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
10/18/12,Taste/Odor: Sewer (QA5),11433,City-Jamaica,12 QUEENS,Borough-QUEENS
9/26/16,No Sampling Required: Requested Information (QG2),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
3/10/14,No Sampling Required: Requested Information (QG2),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
3/11/14,No Sampling Required: Requested Information (QG2),11218,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
3/15/14,Taste/Odor: Bitter/Metallic (QA3),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
3/19/14,Cloudy Or Milky Water (QB1),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
3/19/14,Cloudy Or Milky Water (QB1),11218,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
11/9/12,Taste/Odor: Chlorine (QA1),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
3/25/14,Clear Water With Other Particles (Use Comments) (QEZ),11223,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
3/28/14,Clear Water With Other Particles (Use Comments) (QEZ),11230,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
11/23/12,Cloudy Or Milky Water (QB1),11378,City-Maspeth,05 QUEENS,Borough-QUEENS
11/23/12,Cloudy Or Milky Water (QB1),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
10/29/16,Clear Water With Other Particles (Use Comments) (QEZ),11357,City-Whitestone,07 QUEENS,Borough-QUEENS
4/8/14,Clear Water With Other Particles (Use Comments) (QEZ),10036,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
12/3/12,Taste/Odor: Bitter/Metallic (QA3),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
7/7/16,Taste/Odor: Sewer (QA5),11207,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
4/16/14,Taste/Odor: Chemical (QA2),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
8/12/16,unknown odor/taste in drinking water (QA6),11225,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
8/15/16,Taste/Odor: Bitter/Metallic (QA3),11225,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
8/16/16,unknown odor/taste in drinking water (QA6),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
8/17/16,Clear Water With Other Particles (Use Comments) (QEZ),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
4/22/14,Taste/Odor: Musty/Stale (QA4),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
8/24/16,Clear Water With Other Particles (Use Comments) (QEZ),10039,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
12/19/12,Taste/Odor: Bitter/Metallic (QA3),11210,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
4/24/14,Taste/Odor: Musty/Stale (QA4),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
4/24/14,Cloudy Or Milky Water (QB1),11436,City-Jamaica,12 QUEENS,Borough-QUEENS
4/25/14,Taste/Odor: Chlorine (QA1),11426,City-Bellerose,13 QUEENS,Borough-QUEENS
4/28/14,Cloudy Or Milky Water (QB1),11204,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
5/14/14,Taste/Odor: Chlorine (QA1),11221,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
5/16/14,Taste/Odor: Musty/Stale (QA4),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
3/4/13,Taste/Odor: Sewer (QA5),11411,City-Cambria Heights,13 QUEENS,Borough-QUEENS
7/8/14,Taste/Odor: Chemical (QA2),10016,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
7/18/14,unknown odor/taste in drinking water (QA6),10040,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
3/29/13,Taste/Odor: Chemical (QA2),11369,City-East Elmhurst,03 QUEENS,Borough-QUEENS
3/30/13,No Sampling Required: Requested Information (QG2),10007,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
3/31/13,Cloudy Or Milky: Other (Use Comments) (QBZ),11201,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
12/28/12,Cloudy Or Milky Water (QB1),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
1/6/13,Taste/Odor: Chlorine (QA1),10471,City-BRONX,08 BRONX,Borough-BRONX
5/30/14,Taste/Odor: Chlorine (QA1),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
5/31/14,Taste/Odor: Musty/Stale (QA4),11434,City-Jamaica,12 QUEENS,Borough-QUEENS
1/14/13,Clear Water With Other Particles (Use Comments) (QEZ),10453,City-BRONX,05 BRONX,Borough-BRONX
6/3/14,Taste/Odor: Bitter/Metallic (QA3),10459,City-BRONX,03 BRONX,Borough-BRONX
1/21/13,Taste/Odor: Bitter/Metallic (QA3),11219,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
6/7/14,Cloudy Or Milky: Other (Use Comments) (QBZ),10453,City-BRONX,05 BRONX,Borough-BRONX
6/10/14,Taste/Odor: Musty/Stale (QA4),10027,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
6/10/14,Taste/Odor: Bitter/Metallic (QA3),10040,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
1/25/13,unknown odor/taste in drinking water (QA6),10458,City-BRONX,05 BRONX,Borough-BRONX
